# version: 1_001
# Absolute Astrometry Derived From: 
# Dir = /u/shoko/AbsoluteRef2017/H_ver2_jknife/
# Number of IR Mosaics = 13
# Scale = 999.9369 +/- 0.0518 mas/pix
# Angle = 0.074 +/- 0.001 deg
# x0err = 0.374 mas
# y0err = 0.336 mas
#
#Name           K         x       y    xerr    yerr         vx       vy    vxerr    vyerr         t0 use?     r2d
#()         (mag)    (asec)  (asec)  (asec)  (asec)   (mas/yr) (mas/yr) (mas/yr) (mas/yr)     (year)   ()  (asec)
S11-1        11.7    11.32318  -0.45928   0.00011   0.00018      2.196   -0.850    0.025    0.040   2011.290    1  11.332
S11-2        12.7    11.66216  -2.10344   0.00015   0.00021      0.072   -5.323    0.037    0.069   2011.250    1  11.850
S11-3        11.6    11.45282  -0.57625   0.00012   0.00019      4.461    0.040    0.025    0.042   2011.255    1  11.467
S12-1        10.2    11.55519   3.76126   0.00010   0.00019      0.744   -2.072    0.023    0.050   2011.252    1  12.152
S12-2        10.8    11.09632  -6.57207   0.00021   0.00018     -1.448    1.618    0.067    0.050   2011.023    1  12.897
S12-3        10.8    12.09188  -0.97994   0.00012   0.00017     -4.614   -0.772    0.020    0.046   2011.250    1  12.132
S13-1        11.9    13.95607  -0.66591   0.00021   0.00021     -0.928   -7.619    0.063    0.057   2011.079    1  13.972
S15-1        11.9    15.23658  -0.45368   0.00029   0.00028      3.075    4.420    0.091    0.116   2011.048    1  15.243
irs7          7.4     0.03484   5.50353   0.00023   0.00025     -0.051   -4.715    0.076    0.067   2011.005    1   5.504
irs10EE      11.3     7.68418   4.18932   0.00009   0.00012      0.034   -1.997    0.024    0.037   2011.095    1   8.752
irs9          9.1     5.68940  -6.32190   0.00009   0.00016      3.122    2.372    0.027    0.042   2011.090    1   8.505
irs12N        9.6    -3.26808  -6.92227   0.00005   0.00007     -1.123   -2.775    0.009    0.017   2011.091    1   7.655
irs28         9.4    10.48758  -5.85433   0.00008   0.00014      1.446   -5.531    0.024    0.036   2011.633    1  12.011
irs10W       11.4     6.48584   5.17381   0.00045   0.00041     -0.821    4.838    0.129    0.117   2010.761    1   8.297
irs15NE      11.0     1.20323  11.24799   0.00005   0.00006     -1.869   -5.743    0.014    0.016   2010.951    1  11.312
irs1SE       10.4     7.52096  -0.42571   0.00016   0.00013      1.679    2.570    0.041    0.029   2011.141    1   7.533
irs15SW      10.7    -0.62341  11.70224   0.00025   0.00043     -2.527    0.756    0.054    0.112   2011.703    1  11.719
irs1NE       10.8     7.67049   1.55568   0.00019   0.00016     -0.941   -3.415    0.054    0.049   2011.393    1   7.827
irs14NE       9.8     0.92320  -8.14371   0.00019   0.00027      3.892   -3.170    0.067    0.100   2010.912    1   8.196
irs2         10.6    -3.70179  -4.72366   0.00022   0.00020     -1.835   -5.755    0.065    0.049   2011.069    1   6.001
irs17         8.7    13.13777   5.55568   0.00009   0.00019     -1.162   -0.878    0.012    0.038   2011.123    1  14.264
irs14SW      10.2    -0.19512  -8.91692   0.00041   0.00051      0.636    4.874    0.100    0.198   2010.902    1   8.919
S9-3         10.5    -3.39918  -8.51056   0.00025   0.00027     -0.749    5.060    0.093    0.109   2011.210    1   9.164
S11-4        10.6    -2.83741  11.26340   0.00031   0.00038      1.849    0.717    0.067    0.101   2011.279    1  11.615
S8-2         10.7    -2.27067   8.47856   0.00020   0.00032     -2.995    3.588    0.046    0.088   2010.851    1   8.777
S9-4         10.6     8.61432   4.12917   0.00015   0.00019      3.847    0.904    0.045    0.049   2011.335    1   9.553
S10-3        10.6    -3.42361   9.62492   0.00018   0.00032     -3.070   -0.942    0.038    0.081   2011.236    1  10.216
S7-9         11.1    -5.67887   5.60823   0.00049   0.00027      3.412    3.297    0.109    0.067   2010.638    1   7.981
S8-4         11.2    -0.02120   8.56376   0.00024   0.00025     -0.415    3.556    0.057    0.061   2011.272    1   8.564
S12-4        11.1    -4.34578  11.24444   0.00034   0.00044      1.271    5.510    0.079    0.122   2011.210    1  12.055
S9-5         11.2     0.56496   9.12702   0.00018   0.00028     -1.067   -6.767    0.038    0.072   2011.337    1   9.144
S10-4        11.3     0.07095  10.25106   0.00032   0.00029     -1.932    1.134    0.067    0.071   2011.324    1  10.251
S7-10        11.5    -1.11689   7.62181   0.00024   0.00031     -4.475   -2.303    0.042    0.074   2011.326    1   7.703
S12-5        11.5    10.89120   6.67138   0.00014   0.00029      0.173   -0.044    0.041    0.089   2011.336    1  12.772
S12-6        11.3     7.08808  10.01797   0.00019   0.00031     -2.740   -1.561    0.035    0.073   2011.283    1  12.272
S14-2        11.1    13.63777  -5.01920   0.00021   0.00033      3.282   -2.068    0.062    0.058   2011.386    1  14.532
S8-5         11.2    -3.47988  -7.50636   0.00018   0.00025     -1.099    4.552    0.059    0.075   2011.117    1   8.274
S9-6         11.6     0.76017  -9.32619   0.00028   0.00033      1.503    1.622    0.099    0.097   2010.773    1   9.357
S9-7         11.4     8.67023   3.81074   0.00015   0.00018     -4.299   -5.317    0.045    0.045   2011.418    1   9.471
S9-8         11.6     8.09317   4.32770   0.00014   0.00018     -1.985   -2.303    0.041    0.047   2011.380    1   9.178
S9-9         11.9     5.64939  -8.19190   0.00016   0.00018     -1.105   -2.000    0.040    0.061   2010.663    1   9.951
S15-2        11.6    15.43732   3.16800   0.00027   0.00021     -4.394    0.371    0.096    0.034   2011.287    1  15.759
S6-87        11.7     4.32504   5.31218   0.00020   0.00023     -0.600   -1.103    0.040    0.062   2011.419    1   6.850
S4-364       11.9     2.24801   4.46390   0.00016   0.00021      6.856   -2.968    0.040    0.057   2011.099    1   4.998
S13-2        11.9    11.88598   6.99449   0.00016   0.00022     -2.041   -2.118    0.036    0.063   2011.283    1  13.791
S13-3        11.7    11.90198   5.93557   0.00012   0.00029      1.090    2.929    0.023    0.090   2011.431    1  13.300
S10-5        11.9    -1.57802  10.02748   0.00030   0.00040     -1.172   -1.727    0.071    0.102   2011.340    1  10.151
S11-5        11.8     1.36678  11.69535   0.00023   0.00029     -0.520    2.218    0.045    0.069   2011.362    1  11.775
S5-232       11.9     0.88143   5.83021   0.00026   0.00031     -2.416    3.223    0.079    0.082   2011.316    1   5.896
S9-10        11.9    -0.54607   9.73088   0.00024   0.00036      0.177    0.130    0.071    0.115   2010.579    1   9.746
S7-11        11.9    -0.58204  -7.39728   0.00030   0.00028     -4.216   -4.414    0.093    0.073   2012.034    1   7.420
S6-89        12.0     5.44649   3.00507   0.00020   0.00024      2.606   -6.361    0.057    0.076   2009.425    1   6.221
S15-3        11.9    15.28276   2.23834   0.00023   0.00019     -0.535   -1.594    0.061    0.033   2011.229    1  15.446
S8-6         12.0     3.68971   7.24398   0.00024   0.00034      3.576    3.533    0.043    0.100   2011.030    1   8.130
S8-7         12.1    -3.67320  -7.42201   0.00019   0.00025      4.546   -0.437    0.052    0.070   2011.072    1   8.281
S12-7        11.9     5.84424  11.60456   0.00019   0.00030      3.908   -0.021    0.039    0.075   2011.248    1  12.993
S8-8         11.9     5.25690  -7.06874   0.00023   0.00017      0.286    0.745    0.079    0.058   2011.507    1   8.809
S11-6        12.0     4.47456  11.03901   0.00017   0.00035     -1.743    1.225    0.039    0.090   2011.479    1  11.911
S8-9         12.0     3.97841  -7.35238   0.00023   0.00015      2.414   -6.463    0.085    0.039   2011.421    1   8.360
S6-90        12.4    -3.95143   4.90564   0.00026   0.00027      0.276   -3.800    0.062    0.071   2011.274    1   6.299
S11-7        12.0     9.48919   6.42229   0.00026   0.00036      1.603    0.001    0.100    0.099   2012.346    1  11.458
S8-10        12.2     6.96210   5.19001   0.00018   0.00025      3.276   -3.068    0.044    0.080   2011.125    1   8.684
S4-365       12.4     1.45262   4.71477   0.00019   0.00020     -0.797    4.473    0.052    0.049   2011.447    1   4.933
S10-6        12.2     9.47160   4.94257   0.00015   0.00021     -2.933    5.433    0.040    0.059   2011.370    1  10.684
S11-8        12.3    10.87595   3.24603   0.00014   0.00021     -1.702   -2.985    0.033    0.048   2010.666    1  11.350
S5-233       12.4     5.59044   0.68376   0.00019   0.00017     -1.325    4.760    0.056    0.052   2011.348    1   5.632
S6-91        12.6     3.04801   6.28419   0.00048   0.00016      3.503    3.096    0.111    0.078   2009.519    1   6.984
S7-12        12.3     3.94077  -6.87121   0.00023   0.00015      1.318    2.461    0.085    0.041   2011.589    1   7.921
S15-5        12.7    12.68704   9.00273   0.00018   0.00030     -3.508   -0.716    0.049    0.069   2011.157    1  15.557
S13-4        12.3    13.17367   0.33102   0.00017   0.00024     -0.265    1.706    0.037    0.057   2011.385    1  13.178
S10-7        12.5     9.70919   4.40883   0.00016   0.00037     -0.559   -4.341    0.043    0.116   2010.824    1  10.663
S8-12        12.6     7.97530   2.53033   0.00012   0.00027      0.636    2.419    0.033    0.072   2011.597    1   8.367
S11-9        12.6     2.34733  11.12423   0.00019   0.00033      2.608   -1.149    0.035    0.082   2011.339    1  11.369
S7-14        12.6     1.01220   7.44471   0.00025   0.00028      2.108    1.926    0.058    0.069   2011.357    1   7.513
S7-15        12.6    -0.16836  -7.24727   0.00022   0.00027     -3.482   -2.354    0.063    0.096   2010.922    1   7.249
S7-16        12.6     1.62909  -7.22748   0.00019   0.00019      2.077    3.622    0.058    0.061   2011.330    1   7.409
S8-13        12.4     2.49484  -7.69718   0.00026   0.00022     -2.718    1.572    0.097    0.071   2011.227    1   8.091
S6-92        12.5    -5.82843  -3.14498   0.00048   0.00045      5.240    0.743    0.103    0.105   2011.214    1   6.623
S8-14        12.6     3.78198   7.16509   0.00023   0.00034      3.719    1.252    0.048    0.094   2011.146    1   8.102
S14-4        12.4    14.59134   1.47049   0.00020   0.00022     -0.632    0.376    0.042    0.073   2011.362    1  14.665
S6-93        12.7     4.46669   4.95983   0.00020   0.00022      5.075   -1.312    0.043    0.056   2011.559    1   6.675
S4-366       12.8    -0.86272   4.76395   0.00024   0.00030     -0.792   -2.317    0.047    0.080   2011.466    1   4.841
S11-10       12.5     8.15419   8.16143   0.00019   0.00025     -0.540    0.547    0.055    0.057   2011.359    1  11.537
S5-234       12.6     5.70521   0.55765   0.00017   0.00021     -1.564   -4.424    0.049    0.062   2011.202    1   5.732
S7-17        12.9    -5.92609  -3.76760   0.00037   0.00030     -0.552    1.411    0.106    0.076   2011.109    1   7.022
S9-11        12.6     9.44763   1.03070   0.00017   0.00017      1.090   -1.520    0.040    0.054   2011.281    1   9.504
S12-9        12.7     3.67310  11.56125   0.00023   0.00038     -2.373   -7.319    0.063    0.099   2011.127    1  12.131
S9-12        13.0    -1.57457   9.73518   0.00030   0.00037      2.916    1.798    0.064    0.094   2011.335    1   9.862
S9-13        13.2    -3.01178   8.82335   0.00022   0.00040      2.673    3.270    0.054    0.089   2011.013    1   9.323
S6-94        13.1    -2.99432   5.44218   0.00018   0.00030     -2.296   -1.202    0.048    0.083   2011.235    1   6.212
S10-8        12.8     7.64518  -7.49476   0.00025   0.00017      2.478    0.870    0.084    0.053   2011.322    1  10.706
S8-15        13.2    -1.61126   8.02733   0.00026   0.00033     -2.914   -3.121    0.046    0.086   2011.252    1   8.187
S9-14        12.9     8.01476  -5.49159   0.00023   0.00022     -2.703    6.153    0.067    0.047   2011.356    1   9.716
S7-18        13.1    -5.51922  -5.54444   0.00036   0.00037     -0.531    5.155    0.092    0.098   2010.580    1   7.823
S13-5        13.0     8.92069  10.64488   0.00017   0.00039      0.980   -0.276    0.037    0.088   2011.463    1  13.889
S10-9        12.9     5.02691   9.54587   0.00019   0.00042      1.030    4.094    0.040    0.114   2011.528    1  10.789
S11-12       13.1     0.02005  11.67612   0.00024   0.00035     -1.284   -1.584    0.045    0.099   2010.979    1  11.676
S9-15        12.9     9.03513   0.43174   0.00020   0.00020      2.642    2.873    0.064    0.073   2011.558    1   9.045
S11-13       12.9     7.41086  -8.85785   0.00020   0.00024     -4.158   -1.837    0.064    0.089   2011.046    1  11.549
S11-14       13.1     6.13285   9.18649   0.00021   0.00027     -2.610   -2.539    0.059    0.079   2010.980    1  11.046
S13-6        12.9    12.42890  -4.33110   0.00022   0.00019     -3.013   -3.760    0.056    0.053   2011.495    1  13.162
S13-7        12.7    12.70910  -4.42485   0.00022   0.00020     -0.310    1.245    0.075    0.053   2010.844    1  13.457
S7-19        13.3    -3.77374   6.51187   0.00022   0.00033      5.267    3.036    0.061    0.079   2011.258    1   7.526
S11-16       13.1     3.71520  10.72330   0.00026   0.00036      2.952    4.753    0.072    0.081   2011.462    1  11.349
S12-10       12.9     8.93071  -8.52585   0.00022   0.00022      5.625    0.785    0.066    0.059   2011.256    1  12.347
S6-95        13.4    -2.40051   5.99838   0.00023   0.00035      5.335    0.074    0.050    0.094   2011.269    1   6.461
S5-235       13.1     2.77930   4.53160   0.00020   0.00020     -0.787   -4.056    0.043    0.051   2011.497    1   5.316
S12-11       13.1    10.91422   5.97117   0.00014   0.00024      3.225   -0.488    0.047    0.063   2011.284    1  12.441
S11-17       13.1    10.48961   5.72594   0.00013   0.00026     -1.369    1.815    0.038    0.077   2011.316    1  11.951
S12-12       13.3     1.05401  12.23728   0.00027   0.00019      0.337   -0.680    0.044    0.041   2011.371    1  12.283
S12-13       13.0     8.78792  -8.38377   0.00019   0.00016     -0.094    2.638    0.069    0.046   2011.360    1  12.146
S15-6        13.0    15.07759   1.05882   0.00035   0.00024      1.414    1.200    0.093    0.075   2011.392    1  15.115
S6-96        13.2    -6.04877  -1.92339   0.00050   0.00052     -0.802    7.281    0.123    0.152   2010.274    1   6.347
S9-17        13.1     5.98158   6.95187   0.00022   0.00024      4.530    1.068    0.052    0.056   2011.239    1   9.171
S8-16        13.2     3.56405   8.19125   0.00027   0.00039     -2.096    2.317    0.078    0.108   2011.142    1   8.933
S12-14       13.0     9.33354   8.55152   0.00018   0.00025     -3.044    0.945    0.051    0.056   2011.137    1  12.659
S7-20        13.3    -3.68318   6.95596   0.00025   0.00036      5.097    2.403    0.049    0.087   2011.152    1   7.871
S11-18       13.3     0.10722  11.30281   0.00025   0.00034     -1.702   -4.004    0.047    0.087   2011.364    1  11.303
S11-19       13.2    10.55978   4.92027   0.00012   0.00019      0.529   -1.889    0.036    0.050   2011.435    1  11.650
S10-10       13.1     6.72613   8.00291   0.00017   0.00025     -1.134   -2.479    0.045    0.055   2011.517    1  10.454
S15-7        13.4    12.96255   9.29030   0.00017   0.00043     -2.283    5.022    0.047    0.089   2011.246    1  15.948
S9-19        13.2     8.40112   4.73327   0.00015   0.00017      0.009   -3.421    0.038    0.040   2011.417    1   9.643
S10-11       13.3    -4.04047  10.01317   0.00027   0.00038      0.723    1.323    0.064    0.103   2011.277    1  10.798
S5-236       13.5    -5.53537  -1.28655   0.00036   0.00041      4.969    1.484    0.112    0.135   2010.726    1   5.683
S10-12       13.3     1.41258  10.30077   0.00020   0.00032     -4.361    4.860    0.043    0.081   2011.153    1  10.397
S5-237       13.1     5.49533   1.01308   0.00023   0.00022     -1.463    6.183    0.062    0.066   2010.717    1   5.588
S9-20        13.0     4.31478  -8.03220   0.00036   0.00023      2.348    0.841    0.127    0.070   2011.712    1   9.118
S4-367       13.2     1.32023   4.55665   0.00020   0.00026     -2.792   -1.087    0.043    0.067   2011.621    1   4.744
S9-21        13.4    -6.21653   6.64133   0.00038   0.00037      1.362    7.119    0.086    0.104   2011.149    1   9.097
S8-17        13.3     1.46290   8.52243   0.00020   0.00037     -0.193   -4.139    0.053    0.109   2011.322    1   8.647
S11-20       13.5     1.30627  11.53443   0.00032   0.00044      1.817    2.007    0.059    0.107   2011.326    1  11.608
S10-13       13.2     5.34187  -9.38163   0.00036   0.00028     -0.350   -2.869    0.104    0.110   2011.870    1  10.796
S10-14       13.4     5.54018   8.57908   0.00023   0.00030      1.823   -2.572    0.073    0.076   2010.826    1  10.212
S12-15       13.6     9.19068   8.08236   0.00018   0.00027      2.790    0.406    0.042    0.072   2011.376    1  12.239
S9-22        13.4     9.03357   4.25908   0.00018   0.00021     -0.670    3.180    0.056    0.057   2011.478    1   9.987
S10-15       13.3     9.70945   3.04790   0.00016   0.00021      4.213   -3.974    0.044    0.059   2011.010    1  10.177
S7-21        13.4     4.15794  -6.65455   0.00029   0.00035     -4.617    2.958    0.109    0.101   2010.800    1   7.847
S11-21       13.5     2.55890  10.93228   0.00022   0.00034     -1.822   -2.453    0.048    0.084   2011.365    1  11.228
S12-16       13.3    12.80202   0.66926   0.00026   0.00027      0.565    6.201    0.092    0.064   2011.451    1  12.819
S6-97        13.5     0.93046  -6.54752   0.00022   0.00023     -0.918    0.848    0.067    0.073   2011.224    1   6.613
S9-23        13.5    -1.28545   9.13443   0.00037   0.00052     -2.643   -2.838    0.111    0.168   2011.608    1   9.224
S8-18        13.5    -3.87668   8.08713   0.00026   0.00041      1.256    1.874    0.052    0.099   2011.361    1   8.968
S13-8        13.5     7.11079  10.91886   0.00021   0.00030     -1.718    5.339    0.046    0.059   2011.538    1  13.030
S10-16       13.3    10.68576   2.00373   0.00011   0.00020     -0.633    4.055    0.027    0.045   2011.361    1  10.872
S9-24        13.4     8.20619   4.12703   0.00019   0.00024      7.007   -2.216    0.057    0.061   2011.538    1   9.186
S14-5        13.5    12.88143   6.25659   0.00017   0.00027     -2.710    2.644    0.045    0.049   2011.449    1  14.320
S10-17       13.6     3.42963  10.30736   0.00021   0.00042      2.251    1.843    0.046    0.105   2011.513    1  10.863
S14-6        13.4    11.60748  -8.96368   0.00022   0.00035     -0.646   -3.395    0.076    0.101   2012.203    1  14.666
S15-8        13.2    14.43448  -4.78945   0.00032   0.00024      1.581    2.769    0.097    0.074   2012.025    1  15.208
S13-9        13.4    13.42633  -2.98794   0.00013   0.00021      0.632   -5.162    0.039    0.076   2011.438    1  13.755
S13-10       13.7    10.57180   8.05330   0.00022   0.00025      2.116   -3.903    0.058    0.073   2011.350    1  13.290
S7-23        13.5     6.48280  -4.39851   0.00023   0.00018     -2.315    2.741    0.066    0.041   2011.381    1   7.834
S14-7        13.5    14.07953   4.70928   0.00015   0.00025      4.355    1.885    0.031    0.048   2011.294    1  14.846
S10-18       13.4     9.29123  -3.76138   0.00021   0.00020     -0.577   -2.103    0.043    0.056   2011.229    1  10.024
S11-23       13.5     5.05883  10.33787   0.00018   0.00039     -0.256   -2.008    0.040    0.108   2011.570    1  11.509
S7-24        13.4     6.25610  -3.94175   0.00019   0.00034      3.352   -1.075    0.072    0.101   2011.421    1   7.394
S10-19       13.4     3.54967   9.62750   0.00029   0.00035     -1.918    1.477    0.083    0.106   2011.805    1  10.261
S7-25        13.6     2.69476   7.03921   0.00026   0.00031     -7.131   -5.280    0.051    0.083   2011.312    1   7.537
S6-98        13.6     5.11854   4.63338   0.00019   0.00020      1.636   -3.556    0.039    0.051   2011.326    1   6.904
S6-99        13.6     0.28176   6.27128   0.00039   0.00037      0.144    2.067    0.113    0.073   2010.796    1   6.278
S14-8        13.5    11.91092  -7.83680   0.00029   0.00019      0.129   -0.226    0.078    0.062   2010.907    1  14.258
S7-26        13.5     1.22498   6.93058   0.00027   0.00029     -2.315   -3.836    0.069    0.071   2011.520    1   7.038
S10-20       13.4    10.34322  -0.27605   0.00014   0.00021      1.967   -5.026    0.033    0.051   2011.379    1  10.347
S7-27        13.7     3.26077  -6.36491   0.00028   0.00025      3.822    2.478    0.086    0.076   2010.855    1   7.152
S8-19        13.6     1.84891  -8.69184   0.00026   0.00035      2.297    3.604    0.082    0.141   2011.497    1   8.886
S9-26        13.4     8.80058  -2.50807   0.00022   0.00018      0.849    1.446    0.068    0.036   2011.537    1   9.151
S10-21       13.4     8.85007  -5.08241   0.00020   0.00017      2.553    2.165    0.064    0.037   2011.409    1  10.206
S10-22       13.4     7.24782  -8.15519   0.00020   0.00034     -3.159    1.594    0.055    0.113   2011.218    1  10.910
S11-24       13.6     7.14626  -9.51816   0.00033   0.00030     -2.940   -3.402    0.105    0.114   2011.295    1  11.902
S13-11       13.5     7.84685  10.80729   0.00022   0.00030      5.481    1.583    0.055    0.078   2011.175    1  13.356
S9-27        13.4     7.01909   6.79957   0.00024   0.00029     -2.299   -2.416    0.062    0.080   2011.537    1   9.773
S7-28        13.7     7.37736   2.82852   0.00017   0.00019     -7.227    3.553    0.046    0.056   2011.334    1   7.901
S8-20        13.8    -1.14924   8.49847   0.00022   0.00029     -3.605    0.554    0.057    0.062   2011.307    1   8.576
S14-9        13.7    12.11818   7.27109   0.00020   0.00022      2.596    2.757    0.029    0.052   2011.521    1  14.132
S11-25       13.5     8.84661   7.91200   0.00018   0.00027      1.935    0.260    0.052    0.059   2011.377    1  11.869
S8-21        13.6     8.25988   0.67376   0.00022   0.00020      2.668    2.463    0.068    0.057   2011.832    1   8.287
S11-26       13.6    11.71322  -1.13190   0.00018   0.00023     -1.012   -5.963    0.032    0.070   2011.276    1  11.768
S6-101       13.7     4.53195   4.70926   0.00023   0.00021      1.477   -0.105    0.055    0.055   2011.456    1   6.536
S14-11       13.8     7.42264  12.30042   0.00030   0.00035      2.323    2.867    0.080    0.087   2010.147    1  14.366
S13-13       13.6    12.18156  -5.25046   0.00024   0.00032     -3.693    1.655    0.067    0.113   2011.506    1  13.265
S8-22        13.7     1.73381  -7.84573   0.00025   0.00034      2.660    1.892    0.093    0.111   2011.366    1   8.035
S5-239       13.8    -3.16332   4.98690   0.00020   0.00025      3.417   -1.229    0.046    0.072   2011.106    1   5.906
S6-102       13.7     0.87314  -6.83505   0.00020   0.00026     -0.347    1.941    0.048    0.093   2011.618    1   6.891
S11-27       13.7    10.83752   3.68498   0.00013   0.00023     -1.594    3.748    0.036    0.071   2011.591    1  11.447
S10-23       13.6     9.09292  -4.48281   0.00047   0.00019      0.158   -3.869    0.125    0.045   2011.361    1  10.138
S12-17       13.7     5.81883  10.61682   0.00026   0.00038      2.284    3.552    0.062    0.100   2011.713    1  12.107
S9-29        13.6     7.44785   6.54992   0.00026   0.00021     -0.112    0.965    0.077    0.050   2011.417    1   9.918
S15-10       13.9    14.10411   7.44881   0.00021   0.00027     -1.395   -0.930    0.052    0.060   2011.381    1  15.950
S10-24       13.9     8.52006   5.58460   0.00018   0.00030      2.211   -2.431    0.062    0.069   2011.927    1  10.187
S11-28       13.8     5.07381  10.82813   0.00024   0.00042      0.792   -2.836    0.050    0.098   2011.729    1  11.958
S9-30        13.8     6.38022   7.69186   0.00021   0.00031     -1.374    1.117    0.052    0.091   2011.343    1   9.994
S13-14       13.9     9.63199   9.37567   0.00023   0.00030     -0.018    6.599    0.040    0.065   2011.279    1  13.442
S15-11       13.7    15.07642  -3.46302   0.00019   0.00034     -3.019   -2.942    0.049    0.087   2011.844    1  15.469
S8-23        13.8     6.27448  -6.39726   0.00028   0.00030      1.466    3.470    0.058    0.105   2010.851    1   8.961
S11-29       13.6     6.92769  -9.10363   0.00029   0.00037      3.024    3.034    0.089    0.139   2011.188    1  11.440
S16-6        13.8    15.24571   5.72084   0.00023   0.00039     -2.489   -0.122    0.058    0.098   2011.118    1  16.284
S13-15       13.7    12.86977  -3.03807   0.00016   0.00026      2.949    2.834    0.044    0.095   2011.553    1  13.223
S14-12       13.6    14.85861   0.86608   0.00024   0.00026     -2.245   -4.384    0.073    0.085   2011.871    1  14.884
S9-31        13.8     4.28603   9.01502   0.00020   0.00035     -5.839    1.765    0.046    0.100   2011.473    1   9.982
S12-18       13.9    10.48667   6.88866   0.00024   0.00034      0.628    0.905    0.069    0.085   2011.634    1  12.547
S6-104       13.9     6.67530   1.80184   0.00025   0.00031     -2.863    0.729    0.083    0.080   2011.231    1   6.914
S14-13       13.6    13.84462  -2.84216   0.00022   0.00028     -1.817   -0.809    0.061    0.106   2011.400    1  14.133
S7-29        14.0    -3.66274  -6.38086   0.00026   0.00030      1.955   -0.087    0.068    0.094   2011.330    1   7.357
S8-24        14.1    -3.57171   7.74961   0.00039   0.00049      1.164    2.134    0.115    0.141   2010.656    1   8.533
S12-19       13.7    11.99611  -2.17619   0.00020   0.00024     -0.014   -4.499    0.044    0.054   2011.616    1  12.192
S6-105       14.2    -5.68801   3.53257   0.00040   0.00030     -1.243    0.300    0.096    0.091   2010.618    1   6.696
S15-12       14.1    12.79222   9.23007   0.00013   0.00031     -1.945   -0.124    0.040    0.087   2011.742    1  15.775
S8-25        14.1    -2.71646   7.67473   0.00026   0.00038      6.155    2.618    0.065    0.066   2011.215    1   8.141
S12-20       13.5     5.48249  11.62303   0.00020   0.00039      3.418    2.097    0.057    0.116   2011.239    1  12.851
S8-26        14.1    -3.73742   7.82877   0.00026   0.00039      0.335   -6.324    0.055    0.110   2011.384    1   8.675
S8-27        14.0     7.32543   4.98570   0.00018   0.00021     -1.567    0.731    0.026    0.054   2011.583    1   8.861
S8-28        14.1    -6.38478  -5.20612   0.00042   0.00056     -1.618   -2.961    0.099    0.163   2011.234    1   8.238
S12-21       13.8     9.00999   8.10837   0.00018   0.00031      2.240    1.288    0.049    0.068   2011.495    1  12.121
S14-14       13.9    13.19891   5.04399   0.00028   0.00054      1.616   -0.445    0.073    0.150   2011.776    1  14.130
S13-16       13.6    13.34461  -4.12628   0.00028   0.00032      0.212    0.587    0.065    0.120   2011.708    1  13.968
S10-25       14.0     0.36159  10.11494   0.00025   0.00035     -2.536    0.350    0.048    0.092   2011.345    1  10.121
S8-30        13.9     2.97172   8.31402   0.00021   0.00027     -2.991    0.282    0.046    0.067   2011.178    1   8.829
S12-22       14.0    12.09144   4.09799   0.00014   0.00021      3.521   -1.025    0.051    0.049   2011.648    1  12.767
S6-106       13.9     6.70760   1.38431   0.00025   0.00023      1.909    2.977    0.087    0.078   2011.018    1   6.849
S9-34        13.7     7.37685  -5.16862   0.00025   0.00032      2.472    1.197    0.086    0.067   2011.470    1   9.007
S12-23       13.9     5.91648  11.31548   0.00018   0.00032     -0.112    3.585    0.043    0.088   2011.577    1  12.769
S8-31        13.7     3.83536  -7.16129   0.00025   0.00021      0.372   -3.656    0.094    0.074   2011.723    1   8.124
S5-241       14.1     5.82943   0.38370   0.00018   0.00020     -6.228   -3.998    0.053    0.047   2011.869    1   5.842
S9-35        14.0     3.90639   8.09246   0.00023   0.00043      0.193   -6.630    0.086    0.112   2011.758    1   8.986
S6-107       14.1    -4.39825   4.57720   0.00035   0.00034      1.456   -3.682    0.080    0.099   2011.053    1   6.348
S14-15       14.2    10.46240   9.37484   0.00016   0.00040     -2.304    4.017    0.041    0.084   2011.504    1  14.048
S8-32        14.0     6.88857   5.49492   0.00018   0.00027     -1.088    2.781    0.038    0.075   2011.496    1   8.812
S8-33        14.2    -3.22921  -7.92162   0.00030   0.00033      3.470   -1.566    0.124    0.077   2011.563    1   8.555
S7-30        14.0     6.45959  -2.70173   0.00020   0.00024     -3.008   -3.920    0.045    0.059   2011.510    1   7.002
S7-31        14.0     7.26627  -0.31061   0.00021   0.00018     -1.809   -5.672    0.062    0.060   2011.485    1   7.273
S13-17       14.0     9.47892   9.28624   0.00025   0.00018      2.634    0.446    0.098    0.038   2011.126    1  13.270
S14-17       14.0    13.31227   6.34103   0.00028   0.00027      4.249   -1.371    0.071    0.075   2011.461    1  14.745
S10-26       14.2     3.04631   9.99763   0.00025   0.00040      0.576    2.327    0.053    0.093   2011.791    1  10.451
S11-32       13.9    11.36985   0.62027   0.00017   0.00035     -4.640   -5.718    0.049    0.079   2012.027    1  11.387
S14-18       14.2    11.34726   8.44535   0.00027   0.00026      1.162   -1.291    0.039    0.065   2011.371    1  14.145
S11-33       14.1     6.62817   8.81117   0.00016   0.00025      1.672    0.300    0.044    0.064   2011.624    1  11.026
S7-32        14.1     3.52465   6.56212   0.00023   0.00023     -0.570    2.666    0.042    0.047   2012.075    1   7.449
S10-27       14.3     2.16231   9.96287   0.00028   0.00021     -2.626   -2.694    0.053    0.058   2011.494    1  10.195
