                epoch              jyear      resid_abs_leg      resid_abs_sin   resid_abs_feu_leg   resid_abs_feu_sin
--------------------- ------------------ ------------------ ------------------ ------------------- -------------------
     20060503nirc2_kp 2006.3354191901108   617.576416015625  43.48455047607422  2.2088215351104736 0.15649443864822388
20060620_0621nirc2_kp 2006.4687065916778  45.00750732421875  46.14054489135742 0.18293847143650055 0.19516342878341675
     20060717nirc2_kp  2006.540298190071 459.67950439453125  41.46897888183594  1.6207516193389893 0.14597317576408386
     20070517nirc2_kp  2007.373170864044  50.72041320800781  62.43565368652344 0.20438754558563232   0.250443696975708
20070810_0812nirc2_kp  2007.609247820626   594.098876953125 44.446414947509766  2.1477251052856445  0.1647779494524002
     20080515nirc2_kp 2008.3695866564371 468.30364990234375  32.35504150390625  1.6106523275375366  0.1164860874414444
     20080724nirc2_kp 2008.5607735936435 170.21649169921875  84.48078155517578  0.5551724433898926 0.30045223236083984
20090501_0504nirc2_kp 2009.3346894741987 108.39076232910156 36.653236389160156 0.42211809754371643  0.1586349457502365
20090722_0724nirc2_kp 2009.5599325767114  60.71553039550781 37.726837158203125 0.23896761238574982  0.1584068089723587
     20090909nirc2_kp 2009.6885678312567      122.376953125  51.91583251953125 0.46304649114608765 0.20313367247581482
20100504_0505nirc2_kp 2010.3393629415798 180.62591552734375  40.80711364746094  0.6812351942062378 0.15499268472194672
     20100706nirc2_kp 2010.5102020871889 176.13143920898438  39.02394104003906   0.608406126499176  0.1501844972372055
     20100815nirc2_kp 2010.6195305465344 243.57081604003906  90.07428741455078  0.8091663718223572  0.2973332107067108
     20110527nirc2_kp 2011.4004248699837  207.5797576904297 101.43971252441406  0.7411165833473206 0.36142435669898987
     20110718nirc2_kp  2011.542351193867 223.06109619140625 61.122413635253906  0.7949028015136719 0.21712042391300201
20110823_0824nirc2_kp 2011.6419647001524 120.29000854492188  39.98390197753906  0.4444475471973419  0.1602468341588974
20120515_0518nirc2_kp 2012.3705367560963 163.49850463867188  67.44276428222656   0.609284520149231 0.25917020440101624
     20120724nirc2_kp 2012.5607411096505 145.04803466796875  87.39218139648438  0.4981832206249237 0.30345267057418823
20130426_0427nirc2_kp 2013.3183282024593  93.57505798339844  45.93354034423828  0.3432343006134033 0.17756164073944092
     20130720nirc2_kp 2013.5491440813255 184.80636596679688  43.00811767578125  0.7464913725852966 0.18982678651809692
     20140519nirc2_kp 2014.3792575736427 144.30654907226562  82.78059387207031  0.5774571299552917   0.333892822265625
20140803_0806nirc2_kp 2014.5944346570152  326.4460754394531  77.74386596679688   1.220502257347107  0.2884998917579651
20150809_0811nirc2_kp 2015.6057692857955 325.66448974609375  76.32490539550781  1.1150460243225098  0.2533755898475647
     20160503nirc2_kp  2016.336795607086   356.416748046875  87.52410888671875  1.1658979654312134 0.29007458686828613
     20160713nirc2_kp 2016.5307679146572 437.77142333984375  108.2137451171875  1.3684110641479492   0.346577525138855
20170504_0505nirc2_kp 2017.3414875383066  248.0145263671875 106.94309997558594  0.8154968619346619 0.36104512214660645
     20190419nirc2_kp 2019.2965657307684  77.84593963623047 43.534332275390625  0.2509315609931946 0.14748069643974304
     20190420nirc2_kp  2019.299335115384      315.732421875  51.79237365722656   1.008305549621582 0.16705822944641113
     20190513nirc2_kp 2019.3620993428015    294.18798828125  77.13491821289062  1.1739354133605957 0.28346800804138184
     20190523nirc2_kp 2019.3894533711818  375.9704284667969  96.11553955078125   1.278380274772644  0.3265664875507355
     20190625nirc2_kp  2019.479695384592  66.79080200195312 50.524234771728516  0.2844463288784027 0.22932571172714233
     20190630nirc2_kp  2019.493379822554  74.33342742919922 44.208045959472656  0.4599824547767639 0.39085912704467773
     20190814nirc2_kp  2019.616130709596  47.49470520019531  47.22550964355469 0.19827885925769806  0.2357720136642456
20190818_0819nirc2_kp  2019.628701132577 48.482582092285156  49.30144500732422 0.20747239887714386  0.2233862727880478
     20200707nirc2_kp  2020.514330026545  75.10728454589844  32.32989501953125   0.277324914932251 0.12046688050031662
     20200809nirc2_kp 2020.6045437441135  68.22001647949219  43.83982849121094 0.23050561547279358 0.20336247980594635
20210513_0514nirc2_kp 2021.3661468184243       280.23046875  51.47395324707031  1.0789738893508911  0.1968509405851364
20210713_0714nirc2_kp  2021.530537767433  39.07086181640625 34.118011474609375 0.18271809816360474 0.15985114872455597
20210812_0814nirc2_kp 2021.6144795525472 239.29977416992188  73.17050170898438  0.9062420129776001  0.2715250253677368
20220514_0515nirc2_kp 2022.3656346934902 284.23712158203125  92.78480529785156  1.0370960235595703 0.33268749713897705
20220719_0722nirc2_kp 2022.5515118598776  241.9040985107422  35.69696807861328  0.9422934651374817 0.13860829174518585
20220814_0816nirc2_kp 2022.6194624362154  282.6689758300781 34.478546142578125   1.096143126487732  0.1361318826675415
20220819_0820nirc2_kp  2022.631237194364 201.78341674804688  48.08973693847656  0.8366503119468689 0.19252270460128784
20230512_0513nirc2_kp 2023.3619145292844  41.85943603515625  44.56660461425781 0.14601491391658783  0.1614372730255127
